date,page,query,clicks,impressions,ctr,position
7/16/25,/category/electronics,cheap bluetooth speaker,67,2301,0.0291,20.6
6/20/25,/product/tablet-stand,mobile accessories,142,1162,0.1222,11.9
5/31/25,/product/usb-cable,wireless keyboard,89,1408,0.0632,10.3
5/24/25,/product/wireless-keyboard,tech gadgets,140,1316,0.1064,13.4
6/27/25,/about-us,wireless headphones,14,334,0.0419,27.8
7/8/25,/support/shipping-policy,phone case protection,5,599,0.0083,37.3
5/28/25,/category/audio,laptop charger,151,3661,0.0412,21.2
5/23/25,/product/wireless-headphones,cheap bluetooth speaker,202,1733,0.1166,11.2
6/21/25,/blog/best-headphones-2024,buy headphones,28,379,0.0739,36.7
5/11/25,/category/electronics,cheap bluetooth speaker,32,1174,0.0273,10
6/24/25,/blog/mobile-accessories-trends,wireless headphones,43,2767,0.0155,14.7
7/6/25,/product/wireless-keyboard,usb c cable,31,918,0.0338,7.5
7/15/25,/category/computing,wireless charging pad,39,1090,0.0358,5.7
5/29/25,/product/bluetooth-speaker,smartphone case,6,200,0.03,6.9
5/19/25,/blog/mobile-accessories-trends,smartphone case,126,2555,0.0493,37.2
6/8/25,/category/audio,electronics online,241,3813,0.0632,14.5
6/5/25,/contact,laptop charger,3,1195,0.0025,35.7
7/5/25,/product/smartphone-case,tech gadgets,154,1577,0.0977,4
4/26/25,/category/accessories,cheap bluetooth speaker,57,1369,0.0416,28.6
5/25/25,/support/shipping-policy,smartphone case,31,676,0.0459,25.3
7/10/25,/product/wireless-headphones,buy headphones,39,370,0.1054,7.8
6/6/25,/blog/mobile-accessories-trends,external battery,83,2797,0.0297,17.5
7/8/25,/category/accessories,wireless headphones,35,1658,0.0211,6.3
6/29/25,/support/shipping-policy,gaming setup,13,1200,0.0108,22.2
5/31/25,/product/wireless-keyboard,mobile accessories,267,1904,0.1402,6.1
5/10/25,/product/usb-cable,phone case protection,134,1759,0.0762,7.3
5/10/25,/contact,laptop accessories,11,211,0.0521,28.5
6/26/25,/product/smartphone-case,external battery,22,1425,0.0154,8.5
5/12/25,/support/warranty-info,buy headphones,25,777,0.0322,15.1
7/9/25,/product/usb-cable,laptop charger,84,633,0.1327,4.5
5/11/25,/category/electronics,buy headphones,188,4191,0.0449,23.5
5/26/25,/,laptop accessories,21,412,0.051,32.7
5/27/25,/category/computing,tablet stand,30,539,0.0557,12.4
5/15/25,/,audio equipment,58,1412,0.0411,21.1
6/2/25,/product/gaming-mouse,usb c cable,89,1551,0.0574,22.3
6/15/25,/blog/best-headphones-2024,wireless vs wired headphones,134,1451,0.0924,25.7
5/9/25,/about-us,phone case protection,16,267,0.0599,21.2
5/4/25,/blog/mobile-accessories-trends,wireless keyboard,29,1278,0.0227,31.3
4/19/25,/blog/gaming-setup-guide,wireless charging pad,36,327,0.1101,26.6
6/7/25,/support/warranty-info,wireless keyboard,7,175,0.04,31.7
6/25/25,/blog/wireless-vs-wired,wireless charging pad,56,808,0.0693,20.6
7/1/25,/product/external-battery,gaming mouse,133,1001,0.1329,14.2
6/6/25,/category/accessories,cheap bluetooth speaker,41,586,0.07,12.2
7/4/25,/contact,tablet stand,20,1152,0.0174,27.8
5/9/25,/support/warranty-info,laptop accessories,21,1450,0.0145,39.4
6/17/25,/category/accessories,bluetooth speaker,144,2292,0.0628,12
5/20/25,/category/accessories,usb cable,62,850,0.0729,11.2
6/2/25,/category/audio,buy headphones,43,4224,0.0102,6.2
7/9/25,/category/electronics,laptop charger,344,4771,0.0721,29.9
5/20/25,/support/warranty-info,gaming mouse review,25,1267,0.0197,25.1
6/4/25,/category/accessories,laptop accessories,86,1137,0.0756,12.5
5/15/25,/blog/gaming-setup-guide,gaming setup,98,1645,0.0596,23.6
6/17/25,/support/shipping-policy,wireless headphones,20,1127,0.0177,27.6
5/16/25,/product/smartphone-case,cheap bluetooth speaker,76,1367,0.0556,7.7
5/10/25,/product/tablet-stand,wireless vs wired headphones,188,1282,0.1466,21
7/10/25,/product/usb-cable,mobile accessories,89,1711,0.052,18.8
6/17/25,/contact,buy headphones,16,1081,0.0148,33.6
7/8/25,/category/computing,wireless headphones,31,2496,0.0124,8.8
7/1/25,/product/tablet-stand,gaming mouse,136,1339,0.1016,3.9
6/29/25,/product/gaming-mouse,bluetooth speaker,21,390,0.0538,23.3
6/22/25,/category/audio,phone case protection,38,652,0.0583,33.4
5/14/25,/blog/best-headphones-2024,phone case protection,232,2130,0.1089,23.4
5/15/25,/category/computing,phone case protection,121,1669,0.0725,22.5
5/10/25,/support/shipping-policy,usb c cable,36,1146,0.0314,16.7
7/13/25,/category/electronics,electronics online,49,1063,0.0461,16.3
5/3/25,/product/laptop-charger,wireless headphones,69,464,0.1487,18.1
5/6/25,/support/shipping-policy,laptop charger,18,463,0.0389,46.1
7/2/25,/product/bluetooth-speaker,gaming mouse review,35,1080,0.0324,5.1
7/10/25,/product/gaming-mouse,phone case protection,5,1154,0.0043,22.7
7/12/25,/about-us,mobile accessories,56,1169,0.0479,24.8
4/22/25,/,cheap bluetooth speaker,17,978,0.0174,47.5
6/17/25,/category/audio,wireless vs wired headphones,74,1300,0.0569,9
6/17/25,/product/usb-cable,smartphone case,81,630,0.1286,22.3
6/8/25,/product/phone-holder,wireless keyboard,5,61,0.082,15.7
5/2/25,/blog/gaming-setup-guide,wireless headphones,177,1736,0.102,14.6
5/27/25,/category/computing,wireless vs wired headphones,39,1373,0.0284,17.8
6/30/25,/product/phone-holder,phone holder,221,1800,0.1228,15.4
7/4/25,/product/phone-holder,usb c cable,101,863,0.117,7.5
6/26/25,/blog/mobile-accessories-trends,buy headphones,57,932,0.0612,25.9
6/17/25,/product/phone-holder,external battery,93,1233,0.0754,20
6/6/25,/product/gaming-mouse,usb c cable,19,293,0.0648,12.8
7/15/25,/product/tablet-stand,laptop charger,70,489,0.1431,11.8
5/30/25,/blog/mobile-accessories-trends,phone case protection,20,413,0.0484,20.5
7/7/25,/product/wireless-headphones,smartphone case,79,1736,0.0455,13.4
7/2/25,/category/computing,smartphone case,36,1024,0.0352,11.7
4/27/25,/support/shipping-policy,bluetooth speaker,28,887,0.0316,34.6
6/22/25,/product/external-battery,computer accessories,19,1273,0.0149,23.8
5/9/25,/about-us,buy headphones,3,999,0.003,18.1
7/10/25,/blog/gaming-setup-guide,external battery,14,997,0.014,33.1
6/21/25,/blog/gaming-setup-guide,computer accessories,53,1148,0.0462,29.6
6/2/25,/product/usb-cable,wireless charging pad,5,50,0.1,4.9
5/22/25,/category/audio,wireless vs wired headphones,227,3737,0.0607,22.6
6/22/25,/product/wireless-headphones,audio equipment,22,1491,0.0148,23.2
6/26/25,/product/external-battery,audio equipment,183,1749,0.1046,10.6
5/22/25,/product/usb-cable,phone case protection,34,448,0.0759,23.5
6/29/25,/product/wireless-headphones,phone holder,31,408,0.076,14.1
6/27/25,/product/smartphone-case,cheap bluetooth speaker,48,652,0.0736,23.8
6/21/25,/product/phone-holder,gaming mouse review,208,1715,0.1213,15.6
7/14/25,/blog/best-headphones-2024,gaming setup,257,2506,0.1026,32.6
5/30/25,/blog/best-headphones-2024,usb c cable,239,2087,0.1145,26.8
4/20/25,/blog/wireless-vs-wired,laptop charger,27,1256,0.0215,20.2
5/15/25,/contact,computer accessories,23,570,0.0404,26.5
6/1/25,/blog/gaming-setup-guide,gaming mouse review,18,239,0.0753,15.9
4/28/25,/category/audio,usb c cable,39,3301,0.0118,21.6
5/9/25,/blog/wireless-vs-wired,best headphones 2024,65,1648,0.0394,36.6
5/21/25,/product/tablet-stand,audio equipment,53,1449,0.0366,14
5/12/25,/product/usb-cable,audio equipment,38,545,0.0697,7.5
5/12/25,/product/usb-cable,phone case protection,24,779,0.0308,20.1
5/2/25,/product/smartphone-case,usb c cable,131,1408,0.093,16.5
6/25/25,/product/bluetooth-speaker,buy headphones,84,810,0.1037,9.9
6/29/25,/product/phone-holder,buy headphones,53,424,0.125,23.2
5/22/25,/category/audio,usb cable,26,1550,0.0168,20.8
6/10/25,/blog/wireless-vs-wired,gaming mouse review,26,333,0.0781,19.1
7/13/25,/product/tablet-stand,electronics online,38,296,0.1284,13.1
7/14/25,/product/wireless-headphones,wireless headphones,58,1430,0.0406,11.3
4/29/25,/category/electronics,wireless vs wired headphones,67,2627,0.0255,21.5
5/17/25,/product/phone-holder,buy headphones,92,1305,0.0705,11.1
6/19/25,/category/computing,wireless keyboard,210,3933,0.0534,16
6/7/25,/product/phone-holder,electronics online,41,418,0.0981,5.9
6/29/25,/contact,usb cable,11,304,0.0362,42.2
6/27/25,/category/computing,gaming setup,57,2106,0.0271,29
5/6/25,/blog/wireless-vs-wired,wireless headphones,63,923,0.0683,24
7/6/25,/blog/gaming-setup-guide,gaming mouse review,134,1493,0.0898,17.6
6/27/25,/support/warranty-info,bluetooth speaker,9,915,0.0098,37.6
4/24/25,/product/wireless-keyboard,phone holder,29,1025,0.0283,12.9
5/29/25,/product/phone-holder,wireless vs wired headphones,76,787,0.0966,15.3
5/19/25,/category/accessories,wireless headphones,82,3873,0.0212,15.5
7/12/25,/support/shipping-policy,wireless keyboard,76,1281,0.0593,36
6/24/25,/product/tablet-stand,tech gadgets,50,632,0.0791,10.2
6/21/25,/blog/wireless-vs-wired,tech gadgets,237,2030,0.1167,10.5
7/4/25,/product/external-battery,electronics online,42,1343,0.0313,22.1
7/7/25,/category/electronics,mobile accessories,56,3815,0.0147,7.4
5/30/25,/product/usb-cable,best headphones 2024,88,698,0.1261,9.4
5/21/25,/support/shipping-policy,wireless charging pad,20,909,0.022,45.5
6/2/25,/support/warranty-info,cheap bluetooth speaker,29,1022,0.0284,16.7
4/19/25,/product/gaming-mouse,audio equipment,37,530,0.0698,23.7
7/15/25,/product/smartphone-case,wireless keyboard,30,391,0.0767,5.3
4/25/25,/blog/wireless-vs-wired,gaming mouse review,11,420,0.0262,32.7
6/23/25,/product/smartphone-case,laptop charger,84,587,0.1431,6.4
7/9/25,/category/audio,external battery,83,2378,0.0349,27.1
6/12/25,/about-us,gaming mouse,19,368,0.0516,43.5
4/20/25,/product/bluetooth-speaker,usb c cable,115,780,0.1474,23.1
6/16/25,/blog/best-headphones-2024,gaming mouse review,150,1315,0.1141,22.2
7/15/25,/blog/mobile-accessories-trends,tablet stand,243,2620,0.0927,28.2
7/7/25,/support/warranty-info,mobile accessories,42,1172,0.0358,46.4
6/17/25,/blog/mobile-accessories-trends,usb cable,38,566,0.0671,17.9
6/8/25,/product/phone-holder,gaming mouse,6,671,0.0089,3
5/4/25,/category/accessories,external battery,293,4343,0.0675,5.2
6/18/25,/blog/wireless-vs-wired,external battery,23,237,0.097,33.5
7/2/25,/product/usb-cable,wireless headphones,100,1172,0.0853,7.1
6/27/25,/category/computing,gaming setup,61,2547,0.0239,26.4
7/8/25,/category/audio,gaming setup,87,2307,0.0377,7.4
7/6/25,/product/usb-cable,cheap bluetooth speaker,209,1615,0.1294,23
7/14/25,/contact,phone holder,37,683,0.0542,42.4
6/8/25,/product/wireless-keyboard,smartphone case,13,423,0.0307,9.4
7/7/25,/blog/best-headphones-2024,phone case protection,79,2054,0.0385,30.4
6/18/25,/product/wireless-keyboard,best headphones 2024,7,89,0.0787,4.1
6/24/25,/product/wireless-headphones,tablet stand,23,259,0.0888,8.9
6/12/25,/product/wireless-headphones,usb cable,9,234,0.0385,3.3
5/14/25,/category/electronics,mobile accessories,221,3052,0.0724,29
6/3/25,/blog/best-headphones-2024,computer accessories,20,329,0.0608,10.6
5/5/25,/product/bluetooth-speaker,phone holder,105,1638,0.0641,4.6
6/16/25,/product/tablet-stand,wireless keyboard,133,1884,0.0706,21
4/18/25,/product/laptop-charger,tech gadgets,68,1513,0.0449,11.5
6/12/25,/product/usb-cable,audio equipment,8,118,0.0678,13.1
4/29/25,/blog/gaming-setup-guide,usb c cable,70,1053,0.0665,20.5
5/26/25,/category/electronics,tablet stand,67,845,0.0793,33.1
6/22/25,/product/laptop-charger,phone holder,81,1035,0.0783,7.4
4/23/25,/contact,wireless keyboard,10,331,0.0302,35.3
5/28/25,/product/wireless-headphones,tablet stand,75,1676,0.0447,15.9
6/6/25,/product/usb-cable,wireless headphones,20,136,0.1471,18.1
5/6/25,/category/accessories,tech gadgets,51,1233,0.0414,9.7
4/28/25,/contact,phone case protection,43,793,0.0542,12.4
6/1/25,/about-us,gaming mouse,16,1198,0.0134,15
5/16/25,/category/electronics,gaming mouse review,226,3345,0.0676,31.8
5/11/25,/product/wireless-headphones,computer accessories,50,823,0.0608,18.9
5/19/25,/product/bluetooth-speaker,buy headphones,117,1497,0.0782,15.3
6/25/25,/,buy headphones,21,488,0.043,17.5
5/31/25,/category/electronics,audio equipment,160,4337,0.0369,31
7/2/25,/blog/mobile-accessories-trends,tablet stand,43,482,0.0892,13
5/24/25,/product/phone-holder,gaming mouse review,63,801,0.0787,3
7/7/25,/blog/gaming-setup-guide,gaming setup,12,959,0.0125,27.8
6/2/25,/support/shipping-policy,usb cable,7,756,0.0093,36.3
6/24/25,/category/audio,wireless keyboard,369,4793,0.077,19.9
6/26/25,/product/gaming-mouse,phone case protection,46,629,0.0731,12
5/28/25,/product/laptop-charger,laptop charger,22,1121,0.0196,4
5/3/25,/product/tablet-stand,bluetooth speaker,18,463,0.0389,13.7
4/29/25,/product/bluetooth-speaker,laptop accessories,104,1364,0.0762,17.5
6/23/25,/support/shipping-policy,computer accessories,35,1308,0.0268,12
5/15/25,/support/shipping-policy,computer accessories,3,245,0.0122,47.2
5/13/25,/about-us,buy headphones,10,263,0.038,42
4/24/25,/category/accessories,gaming mouse review,208,3907,0.0532,28.8
4/24/25,/support/shipping-policy,phone holder,8,1183,0.0068,39.4
5/25/25,/product/smartphone-case,wireless keyboard,29,1113,0.0261,5.2
5/16/25,/blog/mobile-accessories-trends,gaming setup,34,976,0.0348,24.8
5/18/25,/support/warranty-info,wireless charging pad,20,466,0.0429,40
6/9/25,/product/laptop-charger,tech gadgets,152,1357,0.112,10.9
6/14/25,/,usb c cable,9,974,0.0092,16.7
5/10/25,/blog/mobile-accessories-trends,gaming setup,182,2267,0.0803,29
6/24/25,/support/shipping-policy,electronics online,23,821,0.028,32
5/28/25,/category/accessories,mobile accessories,185,4027,0.0459,23.3
6/28/25,/blog/mobile-accessories-trends,wireless keyboard,206,1736,0.1187,25.6
5/19/25,/category/accessories,electronics online,223,4165,0.0535,5
4/21/25,/product/external-battery,phone case protection,7,83,0.0843,24.9
5/25/25,/product/wireless-headphones,external battery,32,504,0.0635,21.8
4/19/25,/,phone holder,68,1233,0.0552,32.3
6/29/25,/product/gaming-mouse,laptop charger,12,127,0.0945,10.8
5/4/25,/product/phone-holder,wireless vs wired headphones,132,1871,0.0706,8.1
5/25/25,/product/smartphone-case,laptop accessories,77,868,0.0887,23.2
4/26/25,/category/electronics,buy headphones,144,1916,0.0752,29.8
7/14/25,/,laptop accessories,12,295,0.0407,35.7
4/21/25,/support/warranty-info,gaming setup,15,260,0.0577,12.2
5/29/25,/category/accessories,mobile accessories,81,3912,0.0207,31.1
5/16/25,/about-us,phone case protection,6,123,0.0488,12.2
6/23/25,/product/bluetooth-speaker,best headphones 2024,149,1155,0.129,6.3
6/20/25,/,usb cable,4,413,0.0097,36.9
6/6/25,/blog/best-headphones-2024,tech gadgets,304,2637,0.1153,24.2
5/15/25,/category/computing,external battery,95,3730,0.0255,9
4/27/25,/blog/wireless-vs-wired,laptop accessories,45,401,0.1122,20.8
4/27/25,/category/audio,cheap bluetooth speaker,86,4059,0.0212,27.9
6/17/25,/blog/mobile-accessories-trends,wireless keyboard,111,2198,0.0505,28.9
5/12/25,/blog/mobile-accessories-trends,phone case protection,136,2347,0.0579,15.8
5/21/25,/category/computing,best headphones 2024,34,1233,0.0276,25.2
6/10/25,/category/accessories,wireless vs wired headphones,102,2060,0.0495,15.3
7/9/25,/product/wireless-headphones,tech gadgets,26,674,0.0386,24.7
7/4/25,/blog/best-headphones-2024,phone case protection,66,797,0.0828,9.4
5/16/25,/product/wireless-keyboard,usb c cable,24,815,0.0294,19.7
4/27/25,/product/laptop-charger,audio equipment,12,161,0.0745,23.9
5/5/25,/product/external-battery,wireless headphones,93,753,0.1235,20.7
5/26/25,/blog/best-headphones-2024,buy headphones,20,293,0.0683,14.7
6/24/25,/product/wireless-keyboard,wireless keyboard,138,1169,0.118,19.5
6/26/25,/blog/wireless-vs-wired,phone case protection,12,778,0.0154,20.1
7/10/25,/blog/gaming-setup-guide,bluetooth speaker,53,1246,0.0425,9.9
5/12/25,/,phone case protection,6,655,0.0092,28.6
4/18/25,/product/smartphone-case,gaming setup,74,1402,0.0528,17.6
7/10/25,/category/accessories,laptop charger,38,656,0.0579,31
7/9/25,/category/audio,usb cable,280,3618,0.0774,34.3
4/29/25,/category/electronics,buy headphones,65,4854,0.0134,10.6
6/20/25,/blog/best-headphones-2024,gaming mouse review,11,288,0.0382,15.9
6/23/25,/product/external-battery,best headphones 2024,105,1053,0.0997,19.4
4/19/25,/category/accessories,usb c cable,110,3382,0.0325,23.8
5/17/25,/blog/gaming-setup-guide,phone holder,50,453,0.1104,16.2
6/5/25,/product/wireless-headphones,gaming mouse review,148,1993,0.0743,8
5/30/25,/category/audio,usb c cable,31,1624,0.0191,26.9
6/22/25,/contact,phone case protection,32,1381,0.0232,26.7
6/29/25,/product/gaming-mouse,mobile accessories,82,689,0.119,10.2
6/25/25,/product/gaming-mouse,wireless keyboard,40,1386,0.0289,15.8
7/13/25,/product/wireless-keyboard,gaming mouse,93,682,0.1364,18.5
6/23/25,/product/gaming-mouse,mobile accessories,79,1911,0.0413,17.4
6/28/25,/product/tablet-stand,best headphones 2024,22,188,0.117,14.7
5/2/25,/product/tablet-stand,best headphones 2024,79,1769,0.0447,19
5/27/25,/category/computing,mobile accessories,133,2985,0.0446,27.4
7/7/25,/product/phone-holder,gaming mouse,53,1645,0.0322,5.3
5/10/25,/product/wireless-headphones,tech gadgets,162,1303,0.1243,8.9
6/28/25,/support/shipping-policy,usb cable,32,1321,0.0242,19.2
4/20/25,/category/accessories,smartphone case,88,4404,0.02,20.1
7/3/25,/blog/wireless-vs-wired,computer accessories,201,2860,0.0703,13.9
6/5/25,/blog/wireless-vs-wired,buy headphones,30,763,0.0393,14.2
4/21/25,/category/computing,tech gadgets,49,622,0.0788,13.1
6/8/25,/product/usb-cable,audio equipment,56,1424,0.0393,19.7
4/25/25,/product/tablet-stand,electronics online,255,1825,0.1397,18.1
6/14/25,/product/usb-cable,mobile accessories,104,879,0.1183,3.9
6/4/25,/category/electronics,gaming setup,288,4892,0.0589,24.2
7/16/25,/product/bluetooth-speaker,cheap bluetooth speaker,33,273,0.1209,13.1
4/22/25,/product/usb-cable,cheap bluetooth speaker,106,1151,0.0921,24.6
4/22/25,/blog/mobile-accessories-trends,gaming setup,35,2314,0.0151,14.1
6/12/25,/category/audio,external battery,138,2842,0.0486,10
5/24/25,/support/shipping-policy,bluetooth speaker,21,1158,0.0181,28.5
7/8/25,/blog/best-headphones-2024,smartphone case,67,2250,0.0298,13.8
6/30/25,/,gaming mouse review,15,377,0.0398,26.5
6/13/25,/product/wireless-headphones,tablet stand,56,979,0.0572,22.4
4/28/25,/product/phone-holder,best headphones 2024,171,1466,0.1166,23
5/7/25,/,audio equipment,5,353,0.0142,14.6
6/13/25,/about-us,wireless vs wired headphones,11,274,0.0401,38.3
6/21/25,/support/shipping-policy,tablet stand,38,875,0.0434,25.2
5/8/25,/category/electronics,laptop accessories,40,1729,0.0231,31.1
5/9/25,/,bluetooth speaker,22,959,0.0229,22.4
6/13/25,/product/external-battery,wireless charging pad,12,420,0.0286,22.8
5/12/25,/product/wireless-headphones,phone case protection,69,1617,0.0427,3.3
6/19/25,/blog/wireless-vs-wired,gaming mouse review,25,223,0.1121,15.6
7/1/25,/contact,buy headphones,29,1029,0.0282,27.7
7/2/25,/support/shipping-policy,wireless headphones,20,601,0.0333,34.8
6/27/25,/product/wireless-keyboard,bluetooth speaker,14,428,0.0327,4.2
5/31/25,/product/bluetooth-speaker,gaming mouse,21,1798,0.0117,17.7
7/3/25,/product/external-battery,best headphones 2024,49,1934,0.0253,4.1
6/9/25,/product/tablet-stand,tablet stand,77,1426,0.054,16.4
7/14/25,/,phone case protection,74,1272,0.0582,17.1
6/14/25,/support/warranty-info,wireless vs wired headphones,4,173,0.0231,40.7
5/28/25,/category/accessories,gaming setup,74,1054,0.0702,30.3
4/25/25,/product/external-battery,buy headphones,12,325,0.0369,18.3
5/22/25,/category/electronics,cheap bluetooth speaker,288,3889,0.0741,11.3
5/13/25,/support/shipping-policy,bluetooth speaker,19,323,0.0588,49.5
6/17/25,/,phone case protection,30,688,0.0436,34.4
5/27/25,/product/phone-holder,cheap bluetooth speaker,164,1227,0.1337,10.8
5/3/25,/support/shipping-policy,laptop accessories,66,1116,0.0591,29.7
5/10/25,/support/shipping-policy,usb cable,15,694,0.0216,10.1
4/20/25,/blog/best-headphones-2024,wireless charging pad,36,683,0.0527,33.6
6/9/25,/category/computing,bluetooth speaker,109,3234,0.0337,21.8
7/7/25,/product/wireless-keyboard,wireless headphones,56,1361,0.0411,18.2
5/19/25,/product/smartphone-case,external battery,69,664,0.1039,15.1
4/17/25,/product/laptop-charger,usb c cable,48,732,0.0656,11.7
6/28/25,/support/shipping-policy,wireless headphones,9,459,0.0196,23.2
5/30/25,/contact,buy headphones,54,1071,0.0504,11.4
5/4/25,/blog/wireless-vs-wired,gaming mouse,245,2769,0.0885,36.5
6/24/25,/category/electronics,electronics online,48,3891,0.0123,30.1
5/25/25,/support/warranty-info,audio equipment,43,1488,0.0289,32.2
4/19/25,/product/wireless-keyboard,laptop accessories,89,1453,0.0613,20.6
6/1/25,/product/smartphone-case,gaming mouse,8,624,0.0128,10.5
6/4/25,/about-us,gaming mouse review,21,439,0.0478,34.2
5/10/25,/support/shipping-policy,laptop charger,23,731,0.0315,38.4
5/21/25,/category/computing,smartphone case,141,4571,0.0308,16.1
5/25/25,/product/wireless-keyboard,cheap bluetooth speaker,27,669,0.0404,5.5
4/21/25,/product/wireless-keyboard,smartphone case,134,958,0.1399,3.5
6/17/25,/blog/gaming-setup-guide,gaming mouse,53,979,0.0541,37.6
6/23/25,/product/external-battery,tech gadgets,23,720,0.0319,19.9
4/29/25,/blog/gaming-setup-guide,usb c cable,36,743,0.0485,31.2
6/14/25,/category/audio,computer accessories,79,4779,0.0165,5.1
4/22/25,/contact,phone case protection,8,278,0.0288,28.7
4/22/25,/product/laptop-charger,cheap bluetooth speaker,173,1619,0.1069,19.4
4/19/25,/support/warranty-info,tech gadgets,43,739,0.0582,45.7
5/28/25,/product/wireless-keyboard,wireless keyboard,40,636,0.0629,14.7
6/12/25,/contact,laptop charger,12,658,0.0182,16.3
5/1/25,/product/wireless-headphones,phone case protection,136,1196,0.1137,5.3
6/25/25,/category/accessories,gaming mouse review,89,3109,0.0286,9.2
7/16/25,/product/external-battery,laptop accessories,26,551,0.0472,4.6
7/4/25,/category/electronics,gaming mouse review,45,4134,0.0109,8.9
6/16/25,/contact,bluetooth speaker,15,316,0.0475,12.2
6/10/25,/category/audio,tablet stand,202,4152,0.0487,14.4
5/12/25,/,tech gadgets,71,1473,0.0482,13.1
6/15/25,/support/warranty-info,gaming mouse,16,290,0.0552,42.1
7/15/25,/blog/best-headphones-2024,laptop charger,89,2066,0.0431,29.9
7/16/25,/blog/best-headphones-2024,buy headphones,67,1149,0.0583,12.6
7/4/25,/product/phone-holder,wireless vs wired headphones,28,852,0.0329,18.4
7/11/25,/category/electronics,best headphones 2024,269,4213,0.0638,5.9
6/16/25,/product/laptop-charger,wireless vs wired headphones,123,1030,0.1194,21.6
5/23/25,/category/accessories,phone case protection,85,1543,0.0551,8.1
4/30/25,/category/electronics,gaming mouse review,58,1081,0.0537,21
6/7/25,/support/warranty-info,mobile accessories,18,588,0.0306,31.9
6/17/25,/category/audio,smartphone case,73,3291,0.0222,29.4
7/1/25,/category/computing,mobile accessories,159,3303,0.0481,25.8
5/9/25,/contact,usb c cable,14,259,0.0541,47.2
6/29/25,/blog/wireless-vs-wired,laptop charger,315,2625,0.12,22.8
6/27/25,/product/laptop-charger,electronics online,24,410,0.0585,24
4/25/25,/support/shipping-policy,laptop charger,51,1321,0.0386,23.1
7/8/25,/contact,bluetooth speaker,6,285,0.0211,42.7
6/30/25,/about-us,wireless headphones,24,400,0.06,16
6/24/25,/product/external-battery,gaming setup,152,1310,0.116,12.8
5/13/25,/contact,best headphones 2024,39,713,0.0547,41.8
7/12/25,/product/external-battery,mobile accessories,93,1520,0.0612,24.8
6/30/25,/product/wireless-headphones,phone case protection,108,1095,0.0986,21.6
5/24/25,/product/bluetooth-speaker,wireless vs wired headphones,32,1895,0.0169,3
6/27/25,/category/accessories,laptop charger,27,2811,0.0096,12.1
7/15/25,/support/warranty-info,gaming setup,43,1380,0.0312,38.5
6/7/25,/category/audio,mobile accessories,128,4965,0.0258,24.9
6/16/25,/product/gaming-mouse,wireless keyboard,103,1187,0.0868,21.6
6/2/25,/category/computing,gaming mouse,191,2863,0.0667,8.8
4/18/25,/product/smartphone-case,wireless charging pad,7,82,0.0854,18.9
6/18/25,/contact,mobile accessories,5,378,0.0132,15.5
6/9/25,/blog/best-headphones-2024,computer accessories,227,2675,0.0849,27.9
6/14/25,/blog/gaming-setup-guide,mobile accessories,240,2461,0.0975,20.3
5/15/25,/product/tablet-stand,mobile accessories,6,1288,0.0047,15.7
5/17/25,/,cheap bluetooth speaker,29,651,0.0445,47.1
6/29/25,/category/accessories,bluetooth speaker,56,810,0.0691,19.5
6/3/25,/product/laptop-charger,laptop accessories,25,1036,0.0241,6.1
6/23/25,/product/phone-holder,electronics online,25,1108,0.0226,14.5
7/4/25,/product/smartphone-case,usb cable,24,1017,0.0236,18
6/25/25,/support/warranty-info,external battery,9,1355,0.0066,46.1
6/24/25,/product/wireless-headphones,buy headphones,136,979,0.1389,22.9
6/29/25,/category/electronics,mobile accessories,265,3391,0.0781,34.3
5/24/25,/product/external-battery,tablet stand,16,122,0.1311,23.3
5/25/25,/support/warranty-info,phone holder,13,225,0.0578,28.9
5/8/25,/support/warranty-info,bluetooth speaker,40,1444,0.0277,42.4
7/5/25,/product/wireless-headphones,external battery,26,1042,0.025,5.8
4/26/25,/product/phone-holder,phone holder,44,321,0.1371,9.2
5/19/25,/product/wireless-headphones,audio equipment,16,278,0.0576,23
5/6/25,/contact,electronics online,14,857,0.0163,20.5
7/15/25,/product/usb-cable,buy headphones,56,420,0.1333,14.6
4/21/25,/category/electronics,smartphone case,96,1688,0.0569,33
5/6/25,/blog/wireless-vs-wired,tech gadgets,207,1891,0.1095,20.3
7/10/25,/blog/best-headphones-2024,audio equipment,95,2811,0.0338,14.7
5/31/25,/product/bluetooth-speaker,wireless charging pad,19,591,0.0321,4.2
6/15/25,/category/audio,buy headphones,141,2968,0.0475,27.4
6/24/25,/product/usb-cable,gaming setup,185,1449,0.1277,11.6
5/20/25,/product/gaming-mouse,cheap bluetooth speaker,227,1832,0.1239,3.3
6/13/25,/category/audio,usb c cable,155,3086,0.0502,25.5
4/22/25,/product/laptop-charger,gaming mouse review,95,1355,0.0701,24
6/11/25,/support/shipping-policy,wireless charging pad,24,658,0.0365,20.8
4/29/25,/product/phone-holder,wireless charging pad,105,1246,0.0843,13.1
7/12/25,/product/usb-cable,audio equipment,155,1426,0.1087,20
6/22/25,/category/electronics,usb c cable,100,1973,0.0507,21.4
7/12/25,/product/wireless-headphones,smartphone case,8,74,0.1081,5.1
4/30/25,/contact,electronics online,17,819,0.0208,39
5/19/25,/product/wireless-keyboard,bluetooth speaker,14,98,0.1429,5
7/2/25,/contact,wireless keyboard,18,1327,0.0136,38.3
5/2/25,/product/smartphone-case,phone case protection,29,316,0.0918,17.4
